cust_id,총구매액,구매건수,평균구매액,최대구매액,구매상품종류1,내점일수,구매주기,봄-구매비율,여름-구매비율,가을-구매비율,겨울-구매비율,환불금액,환불건수,내점당구매액,내점당구매건수,주구매상품,주구매지점,구매 추세 기울기,화장품구매주기,식료품구매액비율,평균식료품구매액분위,고가상품구매율,베스트셀러구매비율,환불비율,스타킹구매건수,고객등급,평일방문비율,평균대비구매비중,주환불상품,남성포함상품구매건수,여성키워드상품구매건수,다양한 매장 방문,가격선호도,라이프 스타일(평균),라이프 스타일(건수),주구매 요일,선호방문계절,선호방문월,행사상품구매수,저가상품구매율,요일 간 구매건수 편차,충동지수,남성용품구매건수,여성용품구매건수,하루 최고 구매 건수,만족도 떨어지는 제품 총 구입금액,만족도 떨어지는 제품 총 구매건수,가성비 제품 총 구입금액,휴면일수,취미용품 구매비율,아동용품 구매건수,명절식품비용,발렌타인,화이트,단독상품군구매율,endmonth,구매액표준편차,중복구매배수,의류_거래율(의류+식품+생활잡화),패션_대비_남성상품_거래율,패션_대비_여성상품_거래율,전체방문_중_환불방문(표준화),월_재방문율,시즌 마감 방문비율,상반기 구매비율,구매 추세,주구매지점재방문률,내점시마다 구매액의 일관성
443,29148950,58,502568,7157600,33,15,23,0.08620689655172414,0.43103448275862066,0.22413793103448276,0.25862068965517243,1242000.0,1.0,1943263.3333333333,3.8666666666666667,가공식품,본  점,0.25,42.0,0.03623972733151623,1.0,0.16,0.5172413793103449,0.017241379310344827,,3등급고객,0.9137931034482759,20.141253484843038,캐릭터캐주얼,1.0,2.0,3,2.0,남성의류,식품,수,fall,8,,0.59,0.3793103448275862,0.06666666666666667,1,4,14,,0,4117950.0,3,0.017543859649122806,1.0,0.0,0.0,0.0,0.10344827586206896,0.48988385516459426,1242897.2987486501,1.7575757575757576,0.2894736842105263,0.3333333333333333,0.5,0.2439498287581139,0.36363636363636365,1.0666666666666667,0.29310344827586204,0.41379310344827586,48.28,6238997790155.557
444,910000,1,910000,910000,1,1,0,1.0,0.0,0.0,0.0,,,910000.0,1.0,화장품,영등포점,-0.02,0.0,0.0,,1.0,1.0,0.0,,신규고객,1.0,0.6287890531633957,,,1.0,1,2.0,화장품,화장품,목,spring,4,,0.0,1.0,1.0,0,0,1,,0,910000.0,270,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,-0.48535879389016523,0.0,0.0,1.0,-1.0,0.0,0.0
445,49238980,177,278186,7980000,43,29,5,0.0,0.14689265536723164,0.6101694915254238,0.24293785310734464,4500000.0,1.0,1697895.8620689656,6.103448275862069,농산물,강남점,4.3,44.0,0.1482532741336234,2.0,0.09,0.6384180790960452,0.005649717514124294,1.0,1등급고객,0.5141242937853108,34.02300177245206,디자이너캐릭터,,7.0,1,1.0,의류,식품,일,fall,9,1.0,0.66,0.27118644067796605,0.034482758620689655,3,8,17,6734000.0,2,34765480.0,0,0.0,1.0,251040.0,0.0,0.0,0.022598870056497175,0.3193352096245698,1074843.5833098972,4.116279069767442,0.02608695652173913,0.0,0.4666666666666667,-0.10813019596864155,0.36363636363636365,2.4482758620689653,0.0,1.0,99.44,8188902519948.394
446,682592480,282,2420541,60480000,113,93,3,0.20212765957446807,0.33687943262411346,0.2624113475177305,0.19858156028368795,35931700.0,10.0,7339704.086021505,3.032258064516129,캐주얼,부산본점,1.23,11.0,0.09181690662633728,5.0,0.39,0.41843971631205673,0.03546099290780142,1.0,vip고객,0.6737588652482269,471.65569142379576,넥타이(특정),5.0,37.0,2,3.0,가전,의류,일,fall,6,1.0,0.39,0.06382978723404256,0.01075268817204301,23,38,9,20451000.0,9,270415240.0,6,0.058823529411764705,12.0,0.0,0.0,0.0,0.024822695035460994,0.5389713200473583,6362094.939467675,2.495575221238938,0.4523809523809524,0.297029702970297,0.45544554455445546,0.45568459017213053,1.0,0.8602150537634409,0.425531914893617,0.148936170212766,75.18,141752114326832.75
447,24356840,32,761151,3969600,14,18,18,0.375,0.09375,0.25,0.28125,,,1353157.7777777778,1.7777777777777777,섬유잡화,광주점,-0.11,,0.0026029649166312216,1.0,0.03,0.03125,0.0,3.0,3등급고객,0.46875,16.83001578203552,,,1.0,1,2.0,예체능,의류,토,fall,1,,0.28,0.3125,0.05555555555555555,1,3,4,,0,22477440.0,23,0.03125,0.0,0.0,0.0,0.0,0.21875,0.20511691992885778,998736.2994909957,2.2857142857142856,0.8333333333333334,0.045454545454545456,0.13636363636363635,-0.48535879389016523,0.8181818181818182,0.3888888888888889,0.5625,-0.125,96.88,1345111405417.284
448,48110560,84,572745,15360000,39,31,8,0.20238095238095238,0.40476190476190477,0.20238095238095238,0.19047619047619047,64771000.0,14.0,1551953.5483870967,2.7096774193548385,시티웨어,분당점,0.73,0.0,0.3325134856048236,5.0,0.25,0.6309523809523809,0.16666666666666666,,1등급고객,0.7380952380952381,33.24328952698983,시티웨어,6.0,3.0,2,2.0,남성의류,식품,일,summer,6,,0.49,0.21428571428571427,0.03225806451612903,5,3,10,0.0,2,29457960.0,19,0.02857142857142857,0.0,0.0,0.0,0.0,0.05952380952380952,0.7847828002833473,4267766.625339323,2.1538461538461537,0.4107142857142857,0.18518518518518517,0.07407407407407407,3.0435538963434436,0.6363636363636364,0.9032258064516129,0.5238095238095238,-0.04761904761904767,59.52,49090792358842.22
449,624000,2,312000,576000,1,1,0,1.0,0.0,0.0,0.0,,,624000.0,2.0,수산품,본  점,-0.03,,0.9230769230769231,5.0,0.0,0.5,0.0,,신규고객,1.0,0.4311696364548999,,,,1,1.0,식품,기타,화,spring,4,,0.5,1.0,1.0,0,0,2,,0,624000.0,272,0.0,0.0,0.0,0.0,0.0,1.0,0.0,373352.3804664971,2.0,0.0,0.0,0.0,-0.48535879389016523,0.0,0.0,1.0,-1.0,50.0,0.0
450,468000,11,42545,108000,9,2,54,0.36363636363636365,0.6363636363636364,0.0,0.0,,,234000.0,5.5,수산품,노원점,-0.07,,0.9978632478632479,1.0,0.0,0.9090909090909091,0.0,,수면고객,1.0,0.32337722734117497,,,,1,1.0,식품,식품,화,summer,7,,0.73,0.6363636363636364,0.5,1,0,7,,0,203000.0,167,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,1.0,42228.81394584422,1.2222222222222223,0.0,0.0,0.0,-0.48535879389016523,0.0,2.0,0.36363636363636365,0.2727272727272727,90.91,3844000000.0
451,2777900,4,694475,2152500,3,3,17,1.0,0.0,0.0,0.0,,,925966.6666666666,1.3333333333333333,농산물,강남점,-0.09,,0.10165952698081285,4.0,0.0,0.5,0.0,,수면고객,0.25,1.9194649569039528,,,1.0,2,2.0,의류,식품,토,spring,3,,0.25,0.75,0.3333333333333333,0,0,2,,0,282400.0,254,0.0,0.0,0.0,0.0,0.0,0.5,0.8765254328809532,982156.9257336969,1.3333333333333333,0.25,0.0,0.0,-0.48535879389016523,0.09090909090909091,1.0,1.0,-1.0,50.0,752804068888.889
452,27356100,19,1439795,7630000,11,5,34,0.21052631578947367,0.631578947368421,0.15789473684210525,0.0,,,5471220.0,3.8,기타,분당점,-0.03,58.0,0.011531248971892923,2.0,0.53,0.47368421052631576,0.0,,수면고객,0.8421052631578947,18.902435403563924,,,7.0,2,2.0,의류,기타,금,summer,6,,0.32,0.6842105263157895,0.2,0,2,12,,0,21884100.0,87,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.2432400817367973,2309508.7041821214,1.7272727272727273,0.5,0.0,0.7777777777777778,-0.48535879389016523,0.18181818181818182,2.6,0.8421052631578947,-0.6842105263157894,78.95,21156302353600.0
453,30306750,22,1377580,10060200,13,6,47,0.13636363636363635,0.0,0.4090909090909091,0.45454545454545453,,,5051125.0,3.6666666666666665,수산품,본  점,-0.12,,0.7971343017644584,5.0,0.09,0.5454545454545454,0.0,,수면고객,0.3181818181818182,20.941266634021698,,,,1,2.0,식품,식품,일,fall,11,,0.09,0.6818181818181818,0.16666666666666666,0,0,9,,0,24596750.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.4789956032896962,2284604.3954020264,1.6923076923076923,0.0,0.0,0.0,-0.48535879389016523,0.18181818181818182,1.6666666666666667,0.5909090909090909,-0.18181818181818182,95.45,37665695734791.664
454,86248600,68,1268362,9680000,30,30,11,0.25,0.23529411764705882,0.29411764705882354,0.22058823529411764,3886000.0,5.0,2874953.3333333335,2.2666666666666666,아동,본  점,0.17,97.0,0.008347961590101172,5.0,0.34,0.22058823529411764,0.07352941176470588,,2등급고객,0.8529411764705882,59.59579728644885,상품군미지정,,3.0,2,2.0,예체능,아동용품,금,fall,11,5.0,0.29,0.23529411764705882,0.03333333333333333,1,9,6,10012000.0,3,54528000.0,7,0.015873015873015872,20.0,0.0,0.0,0.0,0.04411764705882353,0.5413861790220363,2133808.4783078195,2.2666666666666666,0.8888888888888888,0.04,0.4,0.6086041400822535,0.8181818181818182,0.7333333333333333,0.4117647058823529,0.17647058823529416,88.24,9626500210488.887
455,818860,8,102358,612500,5,1,0,1.0,0.0,0.0,0.0,,,818860.0,8.0,농산물,미아점,-0.2,,0.9913660454778594,3.0,0.0,0.75,0.0,,2.5등급고객,1.0,0.5658134110696464,,,,1,1.0,식품,식품,금,spring,3,,0.88,1.0,1.0,0,0,8,,0,818860.0,290,0.0,0.0,0.0,0.0,0.0,0.25,1.0,208268.91536459027,1.6,0.0,0.0,0.0,-0.48535879389016523,0.0,0.0,1.0,-1.0,87.5,0.0
456,13614150,106,128435,3404000,23,24,12,0.18867924528301888,0.18867924528301888,0.24528301886792453,0.37735849056603776,1920000.0,5.0,567256.25,4.416666666666667,가공식품,대전점,-1.04,,0.08668187143523466,1.0,0.03,0.5094339622641509,0.04716981132075472,,1등급고객,0.8301886792452831,9.407064272664224,숙녀단기행사,,3.0,1,1.0,여성의류,식품,월,fall,2,17.0,0.72,0.3018867924528302,0.041666666666666664,4,11,22,,0,6464750.0,58,0.039603960396039604,0.0,500100.0,0.0,0.0,0.03773584905660377,0.43405207082337127,435692.62647000636,4.608695652173913,0.35714285714285715,0.23809523809523808,0.5238095238095238,0.42627698442018364,0.7272727272727273,1.2916666666666667,0.7075471698113207,-0.4150943396226415,99.06,1467035553606.7708
457,27707000,4,6926750,12840000,3,2,121,0.0,0.0,0.25,0.75,,,13853500.0,2.0,시티웨어,분당점,-0.1,,0.0,,0.5,0.5,0.0,,수면고객,1.0,19.144899226371656,,,,2,4.0,명품,의류,목,fall,1,,0.0,0.75,0.5,0,1,3,12840000.0,1,27707000.0,104,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6385958.000436061,1.3333333333333333,1.0,0.0,0.0,-0.48535879389016523,0.0,0.0,0.75,-0.5,50.0,1027182250000.0
458,118898500,53,2243368,53300000,26,9,31,0.05660377358490566,0.6792452830188679,0.07547169811320754,0.18867924528301888,9372000.0,1.0,13210944.444444444,5.888888888888889,농산물,노원점,0.02,41.0,0.009849577580877808,1.0,0.26,0.7735849056603774,0.018867924528301886,,이탈위험고객,0.6792452830188679,82.15612663466814,디자이너부틱,1.0,4.0,2,3.0,화장품,식품,금,summer,8,,0.62,0.33962264150943394,0.1111111111111111,0,6,10,36372000.0,9,116092500.0,47,0.0,0.0,0.0,0.0,0.0,0.09433962264150944,0.07931841024066746,8000660.98300811,2.0384615384615383,0.15151515151515152,0.0,0.4444444444444444,0.7301555771902999,0.09090909090909091,1.0,0.24528301886792453,0.509433962264151,84.91,259687026779491.34
459,84285450,42,2006796,13710000,28,19,17,0.3333333333333333,0.2857142857142857,0.19047619047619047,0.19047619047619047,,,4436076.315789473,2.210526315789474,수산품,부산본점,0.2,0.0,0.012856904720802939,1.0,0.38,0.47619047619047616,0.0,,3등급고객,0.8571428571428571,58.23930582522058,,1.0,1.0,2,3.0,명품,식품,목,fall,4,2.0,0.33,0.23809523809523808,0.05263157894736842,3,9,7,,0,8973850.0,0,0.023809523809523808,6.0,0.0,0.0,0.0,0.23809523809523808,0.05070863357791885,3486331.4035724876,1.5,0.13636363636363635,0.2,0.2,-0.48535879389016523,1.0,0.7368421052631579,0.42857142857142855,0.14285714285714285,64.29,18104435739570.637
460,1258250,14,89875,1034000,5,3,53,0.07142857142857142,0.9285714285714286,0.0,0.0,,,419416.6666666667,4.666666666666667,가공식품,잠실점,0.11,,0.15179813232664416,1.0,0.07,0.6428571428571429,0.0,,수면고객,1.0,0.8694217869701568,,,,2,1.0,여성의류,식품,금,summer,8,,0.86,0.7857142857142857,0.33333333333333337,0,1,10,,0,169250.0,122,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8217762765746076,272654.6623548663,2.8,0.1,0.0,1.0,-0.48535879389016523,0.0,3.6666666666666665,0.07142857142857142,0.8571428571428572,85.71,189003847222.2222
461,18395420,75,245272,3456000,41,16,21,0.09333333333333334,0.3333333333333333,0.3333333333333333,0.24,,,1149713.75,4.6875,가공식품,일산점,1.31,0.0,0.41166279432597896,4.0,0.08,0.7066666666666667,0.0,,2.5등급고객,0.5333333333333333,12.7108117849923,,,1.0,2,1.0,가전,식품,금,fall,11,5.0,0.65,0.3333333333333333,0.0625,1,4,16,,0,10829230.0,22,0.0,1.0,0.0,0.0,0.0,0.08,0.3341434987621919,598448.7426549859,1.829268292682927,0.08196721311475409,0.0,0.4,-0.48535879389016523,0.45454545454545453,1.25,0.12,0.76,77.33,1308853624960.9375
462,115647790,78,1482664,15840000,36,29,12,0.1282051282051282,0.5128205128205128,0.16666666666666666,0.19230769230769232,,,3987854.827586207,2.689655172413793,명품,본  점,0.22,42.0,0.04841372238933403,4.0,0.22,0.44871794871794873,0.0,1.0,1등급고객,0.5256410256410257,79.909960851142,,,11.0,2,2.0,화장품,식품,일,summer,6,3.0,0.23,0.44871794871794873,0.034482758620689655,2,14,8,,0,88345190.0,1,0.0,0.0,413400.0,0.0,0.0,0.07692307692307693,0.29689343825766146,2857360.1585081033,2.1666666666666665,0.14634146341463414,0.03225806451612903,0.3225806451612903,-0.48535879389016523,1.0,0.3793103448275862,0.46153846153846156,0.07692307692307687,94.87,25858898875280.14
463,6217260,98,63441,700000,27,32,10,0.15306122448979592,0.23469387755102042,0.5102040816326531,0.10204081632653061,,,194289.375,3.0625,수산품,청량리점,1.44,,0.8253088981319745,2.0,0.0,0.7653061224489796,0.0,,1등급고객,0.6224489795918368,4.29598354798973,,,1.0,1,1.0,생활용품,식품,금,fall,10,,0.76,0.42857142857142855,0.03125,1,0,7,,0,5634260.0,11,0.0,0.0,248900.0,0.0,0.0,0.030612244897959183,0.423879651164661,92444.67677436883,3.6296296296296298,0.0,0.0,0.0,-0.48535879389016523,0.6363636363636364,0.84375,0.23469387755102042,0.5306122448979591,98.98,27829445005.859375
464,125853100,42,2996502,28116000,23,19,17,0.30952380952380953,0.07142857142857142,0.38095238095238093,0.23809523809523808,32615000.0,2.0,6623847.368421053,2.210526315789474,시티웨어,본  점,-0.02,48.0,0.006708615044047386,4.0,0.62,0.6666666666666666,0.047619047619047616,3.0,3등급고객,0.8095238095238095,86.96159515019578,니  트,1.0,9.0,1,3.0,아동용품,의류,금,fall,3,,0.14,0.3333333333333333,0.05263157894736842,0,8,6,13455000.0,1,110325200.0,13,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.28703544052550156,7580908.000525611,1.826086956521739,0.72,0.0,0.4230769230769231,0.6661811366071175,0.6363636363636364,0.3157894736842105,0.5238095238095238,-0.04761904761904767,97.62,122649823749861.47
465,18355800,7,2622257,12825000,6,3,78,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,,,6118600.0,2.3333333333333335,가공식품,잠실점,0.14,,0.07044095054424215,5.0,0.43,0.5714285714285714,0.0,,수면고객,0.2857142857142857,12.68343527698534,,,1.0,1,3.0,예체능,식품,토,fall,11,,0.29,0.7142857142857143,0.3333333333333333,1,0,5,,0,17665800.0,37,0.14285714285714285,0.0,0.0,0.0,0.0,0.7142857142857143,0.20200699506423037,4586951.260135336,1.1666666666666667,0.2,0.5,0.0,-0.48535879389016523,0.0,1.6666666666666667,0.14285714285714285,0.7142857142857142,85.71,23080230320000.0
466,255335140,186,1372770,27060000,69,75,4,0.21505376344086022,0.2903225806451613,0.13978494623655913,0.3548387096774194,37845800.0,10.0,3404468.533333333,2.48,명품,광주점,-1.77,62.0,0.020450338327893294,3.0,0.4,0.34408602150537637,0.053763440860215055,,vip고객,0.6774193548387096,176.43070430762978,수입의류,6.0,11.0,1,2.0,예체능,식품,금,fall,1,3.0,0.42,0.13440860215053763,0.013333333333333332,23,21,11,6242000.0,3,90606760.0,2,0.11363636363636363,3.0,351280.0,0.0,0.0,0.026881720430107527,0.5161427447863228,3924384.1079947776,2.6956521739130435,0.24096385542168675,0.3188405797101449,0.10144927536231885,0.5356732778174256,1.0,0.7333333333333333,0.6774193548387096,-0.3548387096774193,99.46,53499556384057.88
467,115236490,65,1772869,33750000,34,28,11,0.27692307692307694,0.35384615384615387,0.16923076923076924,0.2,13375600.0,9.0,4115588.9285714286,2.3214285714285716,시티웨어,분당점,-0.44,,0.015453004512719885,2.0,0.26,0.6615384615384615,0.13846153846153847,,2등급고객,0.7230769230769231,79.62576201865178,시티웨어,1.0,,4,2.0,남성의류,의류,수,fall,7,5.0,0.42,0.2153846153846154,0.03571428571428571,3,4,6,11208000.0,11,40137290.0,37,0.0,2.0,0.0,0.0,0.0,0.1076923076923077,0.8373301720661571,6133771.528830601,1.911764705882353,0.4897959183673469,0.10714285714285714,0.10714285714285714,1.858847493193589,0.7272727272727273,0.8928571428571429,0.47692307692307695,0.046153846153846156,50.77,162100473660538.16
468,39570260,118,335341,8470000,48,62,5,0.07627118644067797,0.3983050847457627,0.2627118644067797,0.2627118644067797,2025000.0,3.0,638230.0,1.903225806451613,가공식품,본  점,-0.08,46.0,0.1440736047728774,3.0,0.11,0.5,0.025423728813559324,,1등급고객,0.7457627118644068,27.34213881190043,종합가구,,4.0,1,1.0,여성의류,식품,금,fall,8,3.0,0.52,0.2033898305084746,0.016129032258064516,0,22,6,,0,18154230.0,3,0.0,0.0,295400.0,0.0,0.0,0.0423728813559322,0.34278015863428746,950985.550705988,2.4583333333333335,0.04285714285714286,0.06896551724137931,0.1724137931034483,0.043978109644876064,1.0,0.4032258064516129,0.4491525423728814,0.10169491525423724,99.15,1627245638496.7742
469,8597300,13,661331,4830000,7,5,8,1.0,0.0,0.0,0.0,2760000.0,2.0,1719460.0,2.6,골프,본  점,-0.22,,0.0,,0.46,0.07692307692307693,0.15384615384615385,,3등급고객,0.6153846153846154,5.940536403034794,N/B골프의류,,1.0,3,2.0,남성의류,예체능,금,spring,4,1.0,0.31,0.46153846153846156,0.2,7,1,6,,0,1611300.0,228,0.45454545454545453,0.0,0.0,0.0,0.0,0.23076923076923078,-0.08025775534179336,1575508.3377461678,1.8571428571428572,0.0,0.7,0.0,3.89049294199951,0.09090909090909091,0.0,1.0,-1.0,53.85,9782576366400.0
470,122405550,427,286664,18560000,85,87,4,0.2693208430913349,0.2997658079625293,0.25995316159250587,0.17096018735362997,3004000.0,1.0,1406960.3448275863,4.908045977011494,농산물,부산본점,0.44,38.0,0.12882920749916976,1.0,0.07,0.7915690866510539,0.00234192037470726,,vip고객,0.5878220140515222,84.57941745763154,디자이너부틱,,5.0,1,1.0,예체능,식품,토,fall,7,5.0,0.75,0.20843091334894615,0.01149425287356322,6,6,13,7960000.0,4,74112930.0,3,0.014084507042253521,4.0,339300.0,0.0,0.0,0.01639344262295082,0.4521811306758558,1261961.649978946,5.023529411764706,0.0335195530726257,0.2857142857142857,0.19047619047619047,-0.359615927916324,1.0,1.5632183908045978,0.4496487119437939,0.10070257611241212,99.77,9044681238028.617
471,100297950,50,2005959,28536000,28,10,34,0.2,0.2,0.02,0.58,,,10029795.0,5.0,기타,일산점,-0.37,0.0,0.24811474212583606,5.0,0.34,0.5,0.0,,이탈위험고객,0.26,69.3035747414611,,,3.0,1,3.0,의류,식품,토,fall,2,3.0,0.34,0.52,0.1,2,1,11,51629600.0,8,78235550.0,4,0.0,1.0,0.0,0.0,0.0,0.22,0.5966014260510808,4925285.017482516,1.7857142857142858,0.16666666666666666,0.14285714285714285,0.2857142857142857,-0.48535879389016523,0.09090909090909091,0.4,0.6,-0.19999999999999996,98.0,79663671227225.0
472,438413040,271,1617760,25070000,89,67,5,0.22140221402214022,0.23247232472324722,0.2177121771217712,0.3284132841328413,,,6543478.208955224,4.044776119402985,가공식품,일산점,-0.71,23.0,0.03027599270313675,2.0,0.24,0.7306273062730627,0.0,,1등급고객,0.974169741697417,302.9333190286659,,2.0,16.0,1,2.0,화장품,식품,수,fall,1,23.0,0.46,0.47601476014760147,0.014925373134328358,8,19,11,102419000.0,11,335823240.0,4,0.02952029520295203,2.0,0.0,0.0,0.0,0.01107011070110701,0.34342623567948616,3940978.839547247,3.044943820224719,0.125,0.2647058823529412,0.6176470588235294,-0.48535879389016523,1.0,1.4029850746268657,0.5202952029520295,-0.04059040590405899,99.63,54887238054480.375
473,1242000,1,1242000,1242000,1,1,0,0.0,1.0,0.0,0.0,,,1242000.0,1.0,골프,부산본점,-0.0,,0.0,,1.0,0.0,0.0,,신규고객,1.0,0.8581934110208105,,,,1,2.0,예체능,예체능,목,summer,6,,0.0,1.0,1.0,1,0,1,,0,,200,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,-0.48535879389016523,0.0,0.0,1.0,-1.0,0.0,0.0
474,16549500,23,719543,9154000,16,9,34,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.21739130434782608,,,1838833.3333333333,2.5555555555555554,차/커피,본  점,-0.12,,0.06525272666847941,3.0,0.17,0.4782608695652174,0.0,,이탈위험고객,0.5652173913043478,11.435323555305075,,,1.0,3,2.0,가전,식품,수,fall,8,1.0,0.39,0.34782608695652173,0.1111111111111111,0,2,5,1716000.0,1,3473900.0,42,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,0.7350070999123841,1931814.227513535,1.4375,0.0625,0.0,0.0,-0.48535879389016523,0.2727272727272727,0.0,0.4782608695652174,0.04347826086956519,82.61,7230232191111.112
475,17482650,53,329861,8064000,20,12,24,0.03773584905660377,0.22641509433962265,0.6226415094339622,0.11320754716981132,,,1456887.5,4.416666666666667,가공식품,부산본점,0.95,,0.12032214795811848,1.0,0.08,0.8113207547169812,0.0,,3등급고객,0.5471698113207547,12.080108725590154,,,,2,1.0,여성의류,식품,토,fall,11,5.0,0.79,0.4528301886792453,0.08333333333333333,1,2,13,,0,7313750.0,21,0.018867924528301886,0.0,1200000.0,1.0,0.0,0.03773584905660377,0.313367824671889,1268944.3404263821,2.65,0.04081632653061224,0.3333333333333333,0.6666666666666666,-0.48535879389016523,0.45454545454545453,1.0,0.07547169811320754,0.8490566037735849,92.45,6193055389218.75
476,626597100,103,6083467,65458000,39,42,7,0.24271844660194175,0.23300970873786409,0.34951456310679613,0.17475728155339806,121948000.0,9.0,14918978.57142857,2.4523809523809526,디자이너,본  점,1.35,59.0,0.006466196540009521,5.0,0.64,0.4174757281553398,0.08737864077669903,,1등급고객,0.7281553398058253,432.964172773549,디자이너부틱,2.0,11.0,1,4.0,생활용품,명품,목,fall,11,3.0,0.26,0.33980582524271846,0.023809523809523808,6,35,14,364798600.0,36,574395500.0,4,0.05319148936170213,4.0,0.0,0.0,0.0,0.07766990291262135,0.6894709535042534,15066384.690425238,2.641025641025641,0.37142857142857144,0.25,0.5,1.3379127627305325,0.9090909090909091,0.8571428571428571,0.2815533980582524,0.4368932038834952,99.03,534388182991207.44
477,578132950,172,3361238,22275000,60,55,6,0.27325581395348836,0.2441860465116279,0.1569767441860465,0.32558139534883723,6215300.0,3.0,10511508.181818182,3.1272727272727274,디자이너,본  점,-1.64,50.0,0.016719597109972714,5.0,0.63,0.4186046511627907,0.01744186046511628,,1등급고객,0.7732558139534884,399.4765606956712,어덜트,,12.0,2,3.0,명품,명품,화,fall,2,3.0,0.15,0.2732558139534884,0.01818181818181818,31,49,11,84781400.0,24,398756050.0,0,0.1834319526627219,6.0,0.0,0.0,0.0,0.029069767441860465,0.48595517691908063,4491555.6991805555,2.8666666666666667,0.19444444444444445,0.43209876543209874,0.19753086419753085,-0.08755409062746755,1.0,1.0545454545454545,0.6627906976744186,-0.3255813953488372,97.09,86582032409160.33
478,78950350,48,1644799,50600000,18,17,20,0.125,0.041666666666666664,0.75,0.08333333333333333,,,4644138.235294118,2.823529411764706,기타,본  점,0.64,0.0,0.24287859395176842,5.0,0.15,0.5,0.0,,3등급고객,0.7083333333333334,54.55287453122934,,,1.0,2,2.0,여성의류,식품,금,fall,9,6.0,0.48,0.3541666666666667,0.058823529411764705,3,7,5,,0,28060350.0,9,0.020833333333333332,0.0,73200.0,0.0,0.0,0.10416666666666667,0.7124363603201253,7547082.556295608,2.6666666666666665,0.14285714285714285,0.16666666666666666,0.3333333333333333,-0.48535879389016523,0.18181818181818182,0.9411764705882353,0.1875,0.625,93.75,158924861619567.47
479,30967800,53,584298,21780000,26,7,3,0.0,0.0,0.9245283018867925,0.07547169811320754,,,4423971.428571428,7.571428571428571,농산물,부산본점,1.7,,0.07857129017883091,1.0,0.06,0.8113207547169812,0.0,,1등급고객,0.6415094339622641,21.398036967641104,,,1.0,1,2.0,명품,식품,수,fall,11,3.0,0.79,0.37735849056603776,0.14285714285714285,1,0,19,,0,22720500.0,25,0.018867924528301886,1.0,0.0,0.0,0.0,0.1509433962264151,0.033461531009629356,3032778.8904041434,2.0384615384615383,0.0,0.5,0.0,-0.48535879389016523,0.09090909090909091,4.285714285714286,0.0,1.0,98.11,59536030696869.38
480,2137500,3,712500,2137500,2,2,1,1.0,0.0,0.0,0.0,1150000.0,1.0,1068750.0,1.5,섬유잡화,본  점,-0.07,,0.0,,1.0,0.0,0.3333333333333333,,신규고객,1.0,1.4769632979524818,모자(특정),1.0,,1,2.0,남성의류,의류,월,spring,3,,0.33,0.6666666666666666,0.5,1,0,2,,0,2137500.0,280,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1686851.727331125,1.5,1.0,0.3333333333333333,0.0,4.984455875971928,0.0,1.5,1.0,-1.0,66.67,6601562500.0
481,79140500,28,2826446,16752000,13,13,20,0.32142857142857145,0.03571428571428571,0.14285714285714285,0.5,4450000.0,1.0,6087730.769230769,2.1538461538461537,디자이너,본  점,-0.57,,0.019711778419393356,5.0,0.57,0.42857142857142855,0.03571428571428571,,3등급고객,1.0,54.68426380426123,시티캐주얼,3.0,,1,3.0,명품,의류,금,fall,2,2.0,0.11,0.4642857142857143,0.07692307692307691,0,8,6,48538000.0,7,68213000.0,101,0.0,2.0,1560000.0,0.0,0.0,0.07142857142857142,0.2621161099563435,4704624.744627838,2.1538461538461537,0.9,0.0,0.0,0.3561511553193877,0.36363636363636365,0.7692307692307693,0.8214285714285714,-0.6428571428571428,96.43,51172376869822.484
482,4300000,1,4300000,4300000,1,1,0,0.0,0.0,0.0,1.0,,,4300000.0,1.0,화장품,분당점,-0.04,0.0,0.0,,1.0,1.0,0.0,,신규고객,1.0,2.9712010204424195,,,1.0,1,3.0,화장품,화장품,월,fall,1,,0.0,1.0,1.0,0,0,1,,0,4300000.0,357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,-0.48535879389016523,0.0,0.0,1.0,-1.0,0.0,0.0
